Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  [50] build_tree             [49] get_rel               [199] quote_char (io.c)
  [53] build_tree_local (fpa.c) [139] get_sym_ent         [30] read_a_file
 [109] built_in_symbols       [54] get_term               [29] read_all_input
  [28] canc_fs_pos           [112] get_term_ptr          [212] read_buf
  [33] cat_str               [221] get_time               [40] read_cl_list
 [150] change_flag            [71] get_trail              [41] read_clause
 [160] change_parm            [81] given_clause_ok (process.c) [67] read_list
  [61] check_for_proof       [178] hash_path (fpa.c)      [31] read_term
 [167] check_input_demod     [186] hash_term (share.c)    [66] read_wt_list
 [227] check_options         [170] heat_is_on            [195] rem_from_list
 [196] check_stop            [231] hide_clause            [51] renum_vars_term
  [21] child_of_geometry     [232] hostname               [24] renumber_vars
  [34] cl_del_non              [3] hyper_res             [101] replace_special (demod.c)
  [79] cl_find               [157] imd_insert            [194] run_time
  [85] cl_insert_tab          [52] index_lits_all        [131] seq_to_term (io.c)
  [82] cl_integrate           [68] index_lits_clash       [80] set_up_pointers
  [92] cl_merge                [2] infer_and_process     [143] set_vars
   [4] clash (resolve.c)     [107] init                  [144] set_vars_term
 [124] clause_to_term        [233] init_attributes       [153] set_wt_list
 [228] cleanup               [234] init_options          [155] set_wt_template (weight.c)
 [103] clear_subst_1         [128] init_special_ops      [156] set_wt_term (weight.c)
 [229] clock_init            [206] initial_str           [203] skip_white
 [209] clock_reset            [56] insert_fpa_tab (fpa.c) [148] skolem_symbol
 [201] compare_for_auto_lex_order [162] insert_imd_tree (imd.c) [190] sn_to_arity
 [149] contains_skolem_symbol [73] insert_is_tree (is.c)  [14] sn_to_ec
  [35] contract_imd           [86] insert_sym             [38] sn_to_node
 [104] convenient_demod      [111] integrate_term         [42] sn_to_str
 [115] copy_term             [198] is_alpha_numeric (io.c) [191] splitting
 [127] declare_op             [96] is_atom                [12] str_ident
 [132] declare_user_functions [151] is_eq                [213] str_int
  [94] delete_attributes      [72] is_insert             [219] str_long
   [9] demod (demod.c)        [16] is_retrieve           [121] str_to_args (io.c)
   [7] demod_cl              [108] is_symbol             [135] str_to_list (io.c)
  [99] demod_out_in (demod.c) [207] is_symbol_char (io.c) [116] str_to_sequence (io.c)
 [215] dependent_flags       [202] is_white (io.c)        [11] str_to_sn
 [230] dependent_parms       [217] ith_literal           [129] str_to_term
  [10] dollar_contract (demod.c) [173] lit_t_f_reduce    [243] system_time
  [17] extract_given_clause  [177] literal_number         [93] tautology
 [126] fill_in_op_data (io.c) [125] literals_to_term (clause.c) [185] term_compare (share.c)
  [18] find_given_clause     [105] long_str               [32] term_fixup
  [19] find_lightest_cl        [1] main                  [141] term_fixup_2
  [20] find_lightest_geo_child [77] map_rest              [48] term_fpa_rec
  [64] first_fpos            [145] mark_literal          [218] term_ident
  [57] flist_insert          [222] max_split_depth       [244] term_ident_x_vars
  [13] forward_subsume        [39] maximal_lit           [142] term_to_clause
  [47] fpa_insert            [235] merge_sort            [146] term_to_literals (clause.c)
 [187] free_clash_nd         [172] multi_justifications   [87] tp_alloc
 [174] free_clause           [223] my_process_id          [43] ulong_bits
 [211] free_clause_ptr       [204] name_sym               [44] un_share_special
  [22] free_context           [88] new_sym_num            [27] unify
 [180] free_fpa_tree         [236] next_cl_num           [168] unit_clause
 [175] free_fsub_pos          [46] next_fpos              [62] unit_conflict
  [76] free_ilist             [25] next_term             [225] username
 [188] free_imd_pos          [122] next_token_type (io.c) [208] var_name
 [192] free_imd_pos_list     [237] non_portable_init     [226] wall_seconds
 [169] free_is_pos            [90] num_literals           [98] weight
 [176] free_is_pos_list      [224] num_literals_including_answers [78] weight_cl
 [216] free_list              [60] occur_check           [164] weight_insert (weight.c)
  [91] free_literal          [238] output_stats          [183] weight_retrieve (weight.c)
  [59] free_rel              [184] overbeek_weight       [120] write_term
  [55] free_term             [179] path_comp (fpa.c)      [97] wt_match
  [89] free_trail            [137] path_copy (fpa.c)     [102] xx_resolvable
  [15] fs_retrieve            [95] path_mark_end (fpa.c) [181] zap_prop_tree
 [100] geometry_rule_unif    [200] path_size (fpa.c)      [37] zap_term
 [123] get_ancestors          [63] pos_clause             [45] zap_term_special
 [166] get_clash_nd          [197] post_proc_all         [110] <cycle 1>
 [114] get_clause            [193] post_process (process.c) [8] <cycle 2>
 [113] get_clause_ptr          [5] pre_process            [75] <cycle 3>
 [163] get_context           [239] print_banner
 [134] get_fnode             [130] print_cl_list
